Date,OEZAKLAF_YoY,USDZAR_Ent,PPP.ZA.Index_QS,LocalBonds_Ent,SA_CDS_Lambda_QS,XAULempZiev,US_RB_Lambda_QS,SA_RB_Lambda,SA_CDS_Lambda,US_NB_Lambda,SA_NB_Lambda_QS
2012-04-23,-0.0238,15.2,1.0,12.6,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2012-04-30,0.0272,14.8,1.0,12.6,1.0,15.0,1.0,1.37,1.37,1.37,1.0
2012-05-07,0.0272,14.6,1.0,12.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-05-14,0.0272,14.2,1.0,12.4,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2012-05-21,0.0272,14.4,1.0,12.6,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2012-05-28,0.1052,14.2,1.0,12.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-06-04,0.1052,14.2,1.0,12.2,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2012-06-11,0.1052,14.0,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-06-18,0.1052,14.0,1.0,12.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-06-25,0.1052,14.4,1.0,12.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-07-02,0.2038,14.2,1.0,12.0,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2012-07-09,0.2038,14.6,1.0,12.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-07-16,0.2038,14.2,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2012-07-23,0.2038,14.2,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2012-07-30,0.3042,14.4,1.0,11.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2012-08-06,0.3042,14.6,1.0,11.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-08-13,0.3042,15.2,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-08-20,0.3042,14.6,1.0,11.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-08-27,0.3888,14.6,1.0,11.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2012-09-03,0.3869,14.4,1.0,11.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-09-10,0.3869,14.6,1.0,11.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2012-09-17,0.3869,14.8,1.0,11.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2012-09-24,0.3869,14.8,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2012-10-01,0.4329,14.2,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2012-10-08,0.4329,14.4,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2012-10-15,0.4329,13.8,1.0,12.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-10-22,0.4329,14.0,1.0,11.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2012-10-29,0.424,14.2,1.0,12.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-11-05,0.424,13.6,1.0,11.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-11-12,0.424,13.8,1.0,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-11-19,0.424,14.6,1.0,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-11-26,0.3456,15.2,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2012-12-03,0.3732,15.4,1.0,12.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-12-10,0.3732,15.2,1.0,12.0,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2012-12-17,0.3732,14.8,1.0,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2012-12-24,0.3732,15.2,1.0,12.2,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2012-12-31,0.2951,15.2,1.0,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2013-01-07,0.2951,14.8,1.0,12.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2013-01-14,0.2951,14.2,1.0,12.6,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2013-01-21,0.2951,14.4,1.0,12.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2013-01-28,0.2131,14.2,1.0,12.4,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2013-02-04,0.2131,14.4,1.0,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2013-02-11,0.2131,13.8,1.0,12.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2013-02-18,0.2131,14.0,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2013-02-25,0.2131,13.6,1.0,12.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2013-03-04,0.15,14.0,1.0,12.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2013-03-11,0.15,14.0,1.0,12.8,1.0,12.2,1.0,1.37,1.37,1.37,1.0
2013-03-18,0.15,14.0,1.0,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2013-03-25,0.15,14.0,1.0,12.2,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2013-04-01,0.1137,13.6,1.0,12.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2013-04-08,0.1137,13.8,1.0,12.4,1.0,12.0,1.0,1.37,1.37,1.37,1.0
2013-04-15,0.1137,13.8,1.0,12.0,1.0,12.2,1.0,1.37,1.37,1.37,1.0
2013-04-22,0.1137,13.8,1.0,12.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2013-04-29,0.118,14.0,1.0,12.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2013-05-06,0.118,13.4,1.0,11.6,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2013-05-13,0.118,13.8,1.0,11.8,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2013-05-20,0.118,13.2,1.0,11.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2013-05-27,0.1313,14.0,1.0,12.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2013-06-03,0.1522,13.4,1.0,11.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2013-06-10,0.1522,13.6,1.0,11.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-06-17,0.1522,13.4,1.0,11.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2013-06-24,0.1522,13.6,1.0,11.4,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-07-01,0.1948,13.8,1.0,11.8,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-07-08,0.1948,13.8,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2013-07-15,0.1948,13.6,1.0,12.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2013-07-22,0.1948,14.2,1.0,12.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2013-07-29,0.2255,13.8,1.0,13.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-08-05,0.2255,14.2,1.0,13.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2013-08-12,0.2255,13.8,1.0,13.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-08-19,0.2255,14.2,1.0,13.0,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-08-26,0.2255,14.8,1.0,13.2,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2013-09-02,0.2324,15.0,1.0,13.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2013-09-09,0.2324,14.8,1.0,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-09-16,0.2324,15.2,1.0,14.4,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2013-09-23,0.2324,14.6,1.0,13.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2013-09-30,0.2083,15.2,1.0,13.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2013-10-07,0.2083,15.0,1.0,13.6,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2013-10-14,0.2083,14.8,1.0,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-10-21,0.2083,14.8,1.0,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-10-28,0.1602,15.2,1.0,13.6,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2013-11-04,0.1602,14.6,1.0,13.2,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2013-11-11,0.1602,15.0,1.0,13.6,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2013-11-18,0.1602,14.8,1.0,13.4,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-11-25,0.1602,14.6,1.0,13.8,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2013-12-02,0.0955,14.2,1.0,13.4,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2013-12-09,0.0955,14.4,1.0,13.2,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-12-16,0.0955,14.6,1.0,13.4,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2013-12-23,0.0955,14.8,1.0,13.0,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2013-12-30,0.0294,14.6,1.0,13.6,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2014-01-06,0.0294,14.0,1.0,13.2,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2014-01-13,0.0294,14.2,1.0,13.2,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2014-01-20,0.0294,14.0,1.0,12.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-01-27,0.0076,14.8,1.0,12.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-02-03,-0.0295,14.2,1.0,12.8,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-02-10,-0.0295,14.6,1.0,12.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-02-17,-0.0295,14.0,1.0,12.6,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2014-02-24,-0.0295,14.2,1.0,12.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-03-03,-0.0764,14.0,1.0,12.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2014-03-10,-0.0764,13.8,1.0,12.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-03-17,-0.0764,13.8,1.0,12.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-03-24,-0.0764,13.8,1.0,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-03-31,-0.1044,14.2,1.0,12.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-04-07,-0.1044,14.0,1.0,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-04-14,-0.1044,14.4,1.0,12.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2014-04-21,-0.1044,14.2,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-04-28,-0.1085,14.2,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-05-05,-0.1085,14.0,1.0,12.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-05-12,-0.1085,14.0,1.0,12.0,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2014-05-19,-0.1085,14.0,1.0,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-05-26,-0.1085,13.8,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2014-06-02,-0.086,13.8,1.0,11.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-06-09,-0.086,13.6,1.0,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-06-16,-0.086,13.8,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-06-23,-0.086,13.4,1.0,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-06-30,-0.0373,13.6,1.0,12.2,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-07-07,-0.0373,12.8,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2014-07-14,-0.0373,13.2,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2014-07-21,-0.0373,12.8,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-07-28,0.0404,13.2,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-08-04,0.0404,12.4,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-08-11,0.0404,12.8,1.0,12.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-08-18,0.0404,13.0,1.0,11.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-08-25,0.0404,13.2,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2014-09-01,0.1351,12.8,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-09-08,0.1351,12.8,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-09-15,0.1351,12.4,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-09-22,0.1351,13.0,1.0,12.2,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2014-09-29,0.2329,12.6,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-10-06,0.2329,12.4,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-10-13,0.2329,12.2,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2014-10-20,0.2329,12.6,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-10-27,0.2585,12.4,1.0,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-11-03,0.3241,12.8,1.0,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2014-11-10,0.3241,12.4,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-11-17,0.3241,12.6,1.0,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2014-11-24,0.3241,12.2,1.0,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-12-01,0.3888,12.8,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-12-08,0.3888,12.8,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2014-12-15,0.3888,13.0,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2014-12-22,0.3888,12.6,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2014-12-29,0.4184,12.6,1.0,12.0,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2015-01-05,0.4184,12.8,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-01-12,0.4184,13.4,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-01-19,0.4184,13.6,1.0,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-01-26,0.4184,12.8,1.0,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2015-02-02,0.4081,12.8,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2015-02-09,0.4081,13.0,1.0,12.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-02-16,0.4081,13.8,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2015-02-23,0.4081,13.4,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-03-02,0.3662,13.2,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2015-03-09,0.3662,12.4,1.0,12.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2015-03-16,0.3662,12.6,1.0,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2015-03-23,0.3662,12.8,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2015-03-30,0.3167,13.0,1.0,12.8,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2015-04-06,0.3167,12.8,1.0,12.0,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2015-04-13,0.3167,12.8,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2015-04-20,0.3167,13.6,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-04-27,0.3017,14.4,1.0,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-05-04,0.2604,14.4,1.0,13.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2015-05-11,0.2604,14.2,1.0,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-05-18,0.2604,14.6,1.0,12.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2015-05-25,0.2604,14.2,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2015-06-01,0.1836,14.8,1.0,13.0,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2015-06-08,0.1836,14.6,1.0,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-06-15,0.1836,14.8,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2015-06-22,0.1836,14.4,1.0,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2015-06-29,0.0726,14.4,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-07-06,0.0726,14.0,1.0,12.4,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2015-07-13,0.0726,14.0,1.0,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-07-20,0.0726,14.0,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-07-27,-0.0205,14.2,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2015-08-03,-0.0789,14.4,1.0,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-08-10,-0.0789,14.4,1.0,12.6,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2015-08-17,-0.0789,14.0,1.0,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-08-24,-0.0789,14.6,1.0,12.0,1.0,12.2,1.0,1.37,1.37,1.37,1.0
2015-08-31,-0.2489,14.0,1.0,12.0,1.0,11.6,1.0,1.37,1.37,1.37,1.0
2015-09-07,-0.2489,13.8,1.0,12.0,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-09-14,-0.2489,13.4,1.0,12.0,1.0,12.0,1.0,1.37,1.37,1.37,1.0
2015-09-21,-0.2489,13.4,1.0,11.8,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-09-28,-0.4099,13.4,1.0,12.2,1.0,12.0,1.0,1.37,1.37,1.37,1.0
2015-10-05,-0.4099,13.4,1.0,12.6,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-10-12,-0.4099,13.0,1.0,12.8,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-10-19,-0.4099,13.6,1.0,12.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2015-10-26,-0.4099,14.0,1.0,12.6,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-11-02,-0.5375,13.2,1.0,12.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2015-11-09,-0.5375,13.6,1.0,13.0,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-11-16,-0.5375,13.8,1.0,12.8,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2015-11-23,-0.5375,14.4,1.0,12.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2015-11-30,-0.6157,14.0,1.0,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-12-07,-0.6157,14.0,1.0,13.2,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2015-12-14,-0.6157,14.4,1.0,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2015-12-21,-0.6157,14.8,1.0,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2015-12-28,-0.65,14.4,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2016-01-04,-0.65,14.8,1.0,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-01-11,-0.65,14.2,1.0,13.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2016-01-18,-0.65,14.2,1.0,13.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2016-01-25,-0.65,14.2,1.0,13.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-02-01,-0.6527,14.2,1.0,13.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2016-02-08,-0.6527,14.2,1.0,13.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-02-15,-0.6527,14.2,1.0,13.6,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-02-22,-0.6527,14.6,1.0,13.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-02-29,-0.6475,14.8,1.0,13.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-03-07,-0.6475,15.0,1.0,13.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-03-14,-0.6475,15.4,1.0,14.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-03-21,-0.6475,14.8,1.0,13.6,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-03-28,-0.6582,15.2,1.0,13.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-04-04,-0.6582,15.6,1.0,13.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-04-11,-0.6582,15.8,1.0,13.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-04-18,-0.6582,15.4,1.0,13.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2016-04-25,-0.6582,15.4,1.0,13.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2016-05-02,-0.6846,15.0,1.0,13.0,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2016-05-09,-0.6846,15.2,1.0,13.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-05-16,-0.6846,15.2,1.0,13.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2016-05-23,-0.6846,15.0,1.0,13.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-05-30,-0.7101,15.0,1.0,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-06-06,-0.7101,14.8,1.0,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-06-13,-0.7101,15.2,1.0,13.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2016-06-20,-0.7101,15.6,1.0,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-06-27,-0.6697,15.6,1.0,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-07-04,-0.7152,15.4,1.0,13.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2016-07-11,-0.7152,15.2,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-07-18,-0.7152,15.6,1.0,13.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-07-25,-0.7152,15.2,1.0,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-08-01,-0.687,15.0,1.0,13.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-08-08,-0.687,14.8,1.0,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-08-15,-0.687,15.2,1.0,12.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-08-22,-0.687,15.6,1.0,12.6,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2016-08-29,-0.6306,15.2,1.0,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-09-05,-0.6306,15.2,1.0,13.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2016-09-12,-0.6306,15.8,1.0,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2016-09-19,-0.6306,15.8,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-09-26,-0.5579,15.4,1.0,13.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2016-10-03,-0.5529,15.6,1.0,13.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
