Date,Value,Benchmarks,Value_Cumulative_Relative,trend_t1,trend_tval,trend_bin
2004-01-01,0.0316,0.037827789,-0.006227788999999984,2004-03-01,33.28079602225896,1.0
2004-02-01,0.0102,-0.001955636,0.005852144263831072,2004-06-01,6.543006260258541,1.0
2004-03-01,0.0139,0.00307856,0.016736912891853528,2005-01-01,4.942237498630168,1.0
2004-04-01,0.0068,-0.017248493,0.04118790342437495,2005-02-01,4.811672950033062,1.0
2004-05-01,0.0034,0.005029323,0.03949147202600378,2005-02-01,4.239095195407162,1.0
2004-06-01,0.0067,-0.014684257,0.06172022481311612,2005-02-01,3.384770118988175,1.0
2004-07-01,0.0097,0.014894445,0.05620517749993681,2005-02-01,4.1416881963211205,1.0
2004-08-01,0.0589,0.079879626,0.03404638789672454,2005-02-01,4.695122071485386,1.0
2004-09-01,0.0755,0.062973913,0.046998942913554664,2005-02-01,3.149085273606063,1.0
2004-10-01,0.0547,0.020367847,0.08294467081250123,2005-08-01,-3.249350258704226,0.0
2004-11-01,0.0763,0.085300347,0.07319779299338802,2005-02-01,7.347233703794103,1.0
2004-12-01,0.036,0.025662177,0.08429232182134427,2005-10-01,-5.460554891580955,0.0
2005-01-01,0.0109,0.007555399,0.08791884700520036,2005-11-01,-6.176615736247798,0.0
2005-02-01,0.0526,0.045355874,0.09579986821068087,2005-12-01,-5.81371048670806,0.0
2005-03-01,-0.0373,-0.018279567,0.07495728023597081,2006-01-01,-5.67890086649087,0.0
2005-04-01,-0.0367,-0.035156225,0.07329778806067444,2006-01-01,-4.4237229194467735,0.0
2005-05-01,0.0507,0.079159771,0.04275197879766113,2005-07-01,22.44799246570274,1.0
2005-06-01,0.0399,0.03187868,0.05111622610023048,2006-01-01,-5.7995996451890885,0.0
2005-07-01,0.088,0.078711865,0.060879135508939974,2005-09-01,-24.73660221345916,0.0
2005-08-01,0.0135,0.02139373,0.05250484205059891,2005-10-01,-14.381739461972433,0.0
2005-09-01,0.0823,0.08921522,0.045226539516753705,2005-11-01,-6.193548755819599,0.0
2005-10-01,-0.034,-0.028533595,0.039512907935006725,2006-08-01,-3.286197653374617,0.0
2005-11-01,0.0183,0.028064135,0.02936296356768686,2006-09-01,-3.8821284548384685,0.0
2005-12-01,0.0896,0.088098664,0.03090838324195766,2006-09-01,-4.214066638860475,0.0
2006-01-01,0.0883,0.090673183,0.028461848992290317,2006-09-01,-4.632685005146236,0.0
2006-02-01,0.0025,-0.023144911,0.05483666157659317,2006-09-01,-5.967466607333509,0.0
2006-03-01,0.0644,0.069389761,0.04957327874128814,2006-06-01,-6.211936369225927,0.0
2006-04-01,0.0152,0.026443688,0.03777220426198413,2006-06-01,-9.883706181498544,0.0
2006-05-01,-0.07,-0.044586454,0.011398732611450857,2007-02-01,1.8574568817335582,1.0
2006-06-01,-0.0219,0.01525751,-0.0261823259095465,2007-02-01,5.636391391921198,1.0
2006-07-01,0.0028,-0.008565387,-0.015114511176068768,2006-09-01,-34.978050247499695,0.0
2006-08-01,0.0467,0.051212343,-0.01955865231736509,2007-02-01,4.909988492826828,1.0
2006-09-01,0.0168,0.020905065,-0.023583427778289923,2007-02-01,3.884759271532368,1.0
2006-10-01,0.0804,0.054007063,0.0021870732981135177,2007-02-01,2.296597007718919,1.0
2006-11-01,0.0251,0.03698954,-0.009728469997347333,2007-01-01,39.42513254066134,1.0
2006-12-01,0.0687,0.055655238,0.0031893864269132433,2007-02-01,2.7255046675431225,1.0
2007-01-01,0.0434,0.031607021,0.015019977794068717,2007-11-01,-3.4356696407891745,0.0
2007-02-01,0.016,0.013402337,0.01765665763464508,2007-12-01,-4.285374753195569,0.0
2007-03-01,0.0425,0.058969674,0.000896184239472797,2008-01-01,-4.539681175696278,0.0
2007-04-01,0.0653,0.046601518,0.019611423524343197,2008-02-01,-6.661355892865869,0.0
2007-05-01,-0.0124,-0.001875257,0.00888027533188529,2007-07-01,-17.83109354673274,0.0
2007-06-01,-0.0196,-0.017672582,0.006935741329365808,2008-04-01,-10.357444448457345,0.0
2007-07-01,0.0023,0.004646672,0.004572793419388876,2008-05-01,-12.968767313757871,0.0
2007-08-01,0.018,0.008106132,0.014511904033871703,2008-06-01,-17.59889229060884,0.0
2007-09-01,0.0028,0.030137372,-0.013222185285130528,2008-06-01,-14.500990718249355,0.0
2007-10-01,0.0714,0.068083268,-0.00994930773017566,2008-06-01,-13.93326941354268,0.0
2007-11-01,-0.066,-0.033138791,-0.04248357044944906,2008-06-01,-10.714056154308835,0.0
2007-12-01,-0.0286,-0.03544216,-0.03593208983583551,2008-06-01,-9.248093167416881,0.0
2008-01-01,-0.1151,-0.070071666,-0.07934246169338943,2008-06-01,-7.561070412939458,0.0
2008-02-01,0.089,0.109366053,-0.09809262191339141,2008-04-01,-42.07676841220678,0.0
2008-03-01,-0.0424,-0.034053388,-0.10562049285821762,2009-01-01,4.95862442048085,1.0
2008-04-01,0.0301,0.039239558,-0.11379472623775133,2009-01-01,5.860120987712992,1.0
2008-05-01,-0.0191,0.028075951,-0.1556023028087008,2008-12-01,8.189439101841488,1.0
2008-06-01,-0.0772,-0.065580279,-0.1654139684631062,2008-12-01,6.1721049615665535,1.0
2008-07-01,0.0305,-0.050487925,-0.0978225775349485,2008-09-01,11.626254412988839,1.0
2008-08-01,0.0382,0.012569972,-0.07469974493620146,2008-12-01,6.033033243966464,1.0
2008-09-01,-0.0712,-0.104938741,-0.04348127928336998,2008-12-01,5.207028832991906,1.0
2008-10-01,-0.1055,-0.119188036,-0.030388416599526735,2009-08-01,3.39121957281765,1.0
2008-11-01,0.0124,0.008668369,-0.026770183956950522,2009-09-01,4.162673543743322,1.0
2008-12-01,0.051,0.029790774,-0.006128732838554973,2009-02-01,-5.762471824016108,0.0
2009-01-01,-0.06,-0.047233168,-0.01881732033603223,2009-10-01,7.232825292293138,1.0
2009-02-01,-0.1187,-0.094653218,-0.04241160633608754,2009-09-01,14.111129198069676,1.0
2009-03-01,0.1089,0.106042079,-0.039674894356479196,2009-09-01,11.14367408533909,1.0
2009-04-01,0.0547,0.023708955,-0.009913415792851099,2009-09-01,8.876519131209896,1.0
2009-05-01,0.0879,0.086380353,-0.008408833685420336,2009-09-01,9.129153264973624,1.0
2009-06-01,0.0045,-0.013360723,0.009301701465371348,2009-09-01,5.17724436054963,1.0
2009-07-01,0.096,0.089891044,0.015467481150348572,2009-09-01,2.891735704408134,1.0
2009-08-01,0.0654,0.040906082,0.04034025836531163,2009-12-01,-2.4163400396471215,0.0
2009-09-01,0.0099,0.003903593,0.04657856197295529,2009-12-01,-3.0010325981324915,0.0
2009-10-01,0.0396,0.044400815,0.04155413191395718,2010-08-01,3.805111702909547,1.0
2009-11-01,-0.0157,0.00455187,0.0204607130364729,2010-08-01,8.613842843907067,1.0
2009-12-01,0.0411,0.038575102,0.023037272249897045,2010-02-01,6.853726259302959,1.0
2010-01-01,-0.0195,-0.026193841,0.029885321087411487,2010-08-01,5.218793527376623,1.0
2010-02-01,0.0212,0.01005332,0.041365123198270126,2010-08-01,3.675094732857919,1.0
2010-03-01,0.0673,0.06915313,0.03943533824751766,2010-08-01,4.593791225653451,1.0
2010-04-01,0.0063,0.005787804,0.03996773287002675,2010-08-01,4.322750720118369,1.0
2010-05-01,-0.0403,-0.044355415,0.04418523361342386,2011-03-01,-4.689746232318525,0.0
2010-06-01,-0.0341,-0.032795175,0.04282275461597429,2010-08-01,301.9762924162017,1.0
2010-07-01,0.091,0.083769836,0.05036253415477954,2011-04-01,-9.249076833450413,0.0
2010-08-01,-0.0229,-0.030161084,0.057989304745730275,2010-10-01,-42.942681770991754,0.0
2010-09-01,0.0776,0.087730995,0.04727082038929775,2011-03-01,-7.777987677980222,0.0
2010-10-01,0.0141,0.02354108,0.03738345279233668,2011-04-01,-5.462127920834675,0.0
2010-11-01,-0.006,-0.007345504,0.0387792563776026,2011-01-01,-9.103160651468897,0.0
2010-12-01,0.0579,0.064242562,0.03219073453971366,2011-02-01,-3.4289004086962684,0.0
2011-01-01,-0.0372,-0.032857663,0.027708614522064634,2011-07-01,1.6855886597473149,1.0
2011-02-01,0.0068,0.020064775,0.014076290984867734,2011-07-01,6.92148170033536,1.0
2011-03-01,0.0195,0.017664631,0.015937495172976268,2011-07-01,7.6488016710029605,1.0
2011-04-01,0.0264,0.025927531,0.016417494145383182,2011-07-01,12.455684089434255,1.0
2011-05-01,0.0001,-0.00795318,0.02460288718088499,2011-07-01,6.148789486319977,1.0
2011-06-01,-0.0111,-0.015293452,0.028899510207339496,2011-11-01,-3.6581817839258735,0.0
2011-07-01,-0.0073,-0.014751181,0.03656602668870579,2011-10-01,-4.872814090285338,0.0
2011-08-01,-0.0107,0.004848051,0.020449445240882325,2011-10-01,-8.943601820760401,0.0
2011-09-01,-0.0376,-0.03315834,0.015916955757933726,2012-03-01,4.197533046580949,1.0
2011-10-01,0.07,0.076604567,0.009207264157194306,2012-02-01,5.25132310549555,1.0
2011-11-01,0.0219,0.019553271,0.011575600111002782,2012-01-01,16.453135576130634,1.0
2011-12-01,0.0049,-0.013752994,0.030444513710419674,2012-02-01,1.4562794118694067,1.0
2012-01-01,0.0601,0.045276719,0.045719082292057456,2012-03-01,-27.990114165097133,0.0
2012-02-01,0.0268,0.028063397,0.0443979239406469,2012-04-01,-14.957886654163579,0.0
2012-03-01,-0.0012,0.00023188,0.04290247144131465,2012-08-01,-3.0501753208935023,0.0
2012-04-01,0.0254,0.027209508,0.04101533107602173,2012-08-01,-2.5517762154139754,0.0
2012-05-01,-0.0291,-0.031115735,0.04311374211440833,2012-08-01,-3.2372008984853133,0.0
2012-06-01,0.0205,0.022163669,0.04137834611817848,2012-08-01,-1.5058034126176716,0.0
2012-07-01,0.0247,0.031925336,0.033854037664350356,2012-10-01,4.578986733367073,1.0
2012-08-01,0.0276,0.02709145,0.034379804135204584,2012-10-01,4.34282548016989,1.0
2012-09-01,0.0191,0.011975871,0.0417488592948585,2013-07-01,-4.6449320557560805,0.0
2012-10-01,0.0359,0.03285995,0.04491582791455784,2013-08-01,-5.6412067045431336,0.0
2012-11-01,0.0111,0.021379305,0.03417481942009659,2013-02-01,5.8524560636347305,1.0
2012-12-01,0.0444,0.043323126,0.035288495394584896,2013-02-01,23.735879946244616,1.0
2013-01-01,0.0203,0.015064693,0.040708548501543707,2013-07-01,-7.9171428211600245,0.0
2013-02-01,-0.0066,-0.011099653,0.04539137584393438,2013-07-01,-12.37720932079939,0.0
2013-03-01,0.0008,0.012205078,0.0334686056619069,2013-07-01,-8.024071075018446,0.0
2013-04-01,-0.0217,-0.016774731,0.0283784947759671,2013-07-01,-5.8121023222851225,0.0
2013-05-01,0.0591,0.067006837,0.020247273643468233,2013-12-01,-3.9287696916857944,0.0
2013-06-01,-0.0559,-0.039943587,0.003967786783089178,2013-12-01,-3.149675530809281,0.0
2013-07-01,0.0295,0.03261399,0.0008414411347243966,2014-05-01,3.273082671512883,1.0
2013-08-01,0.0235,0.020318371,0.0040257472882403444,2013-10-01,-20.668707400002674,0.0
2013-09-01,0.0541,0.055695466,0.0024238583453173312,2013-12-01,-4.687333829432176,0.0
2013-10-01,0.04,0.041350895,0.001069688967197946,2013-12-01,-7.153331048915685,0.0
2013-11-01,-0.0204,-0.016041785,-0.0032931879673042674,2014-08-01,5.068824996244537,1.0
2013-12-01,0.0278,0.034974304,-0.010443865635697658,2014-03-01,4.96320504285022,1.0
2014-01-01,-0.0119,-0.033369154,0.010801067404614395,2014-09-01,3.304710183948602,1.0
2014-02-01,0.0513,0.049019064,0.01310663994809591,2014-09-01,2.2456614324586317,1.0
2014-03-01,0.0496,0.033481222,0.02943668096774532,2014-05-01,-5.337463914676989,0.0
2014-04-01,0.0136,0.016294732,0.026662625001567797,2015-01-01,-2.5142731233239446,0.0
2014-05-01,0.0167,0.021998123,0.021223240134806698,2014-07-01,5.3111030034883955,1.0
2014-06-01,0.0293,0.027232913,0.02333419741858722,2014-08-01,3.885019610894187,1.0
2014-07-01,0.0177,0.013640607,0.027488313096248662,2015-01-01,-4.955465490901005,0.0
2014-08-01,0.0166,0.00605191,0.038326352296735866,2014-12-01,-15.30554748620153,0.0
2014-09-01,-0.0317,-0.024250735,0.030591584141994144,2014-12-01,-8.914553125630128,0.0
2014-10-01,0.0173,0.028250764,0.019305818923669005,2015-01-01,-8.123396554863293,0.0
2014-11-01,0.0016,0.006165908,0.014651762330598839,2015-01-01,-3.647118680488762,0.0
2014-12-01,-0.0054,0.002758579,0.006373645770135328,2015-10-01,-4.246060524275433,0.0
2015-01-01,0.0367,0.039628473,0.0034265077205859473,2015-11-01,-5.984673734722659,0.0
2015-02-01,0.0389,0.025679226,0.016692582804769263,2015-12-01,-9.540156161177908,0.0
2015-03-01,-0.0049,0.000765354,0.010932659414006007,2016-01-01,-11.444239823693552,0.0
2015-04-01,0.0665,0.044055988,0.033622044153085895,2015-12-01,-18.059593400641585,0.0
2015-05-01,-0.0726,-0.048626448,0.00884245232923564,2015-12-01,-13.967602014352668,0.0
2015-06-01,-0.0037,0.005152492,-8.831740926940057e-05,2015-12-01,-10.91016747005558,0.0
2015-07-01,-0.0332,0.000640291,-0.03392561972243935,2015-12-01,-7.651071306881657,0.0
2015-08-01,-0.0286,-0.031118236,-0.03149281643934665,2015-12-01,-9.759623208278558,0.0
2015-09-01,-0.0398,-0.010689689,-0.05968636175853126,2015-12-01,-5.547840903867059,0.0
2015-10-01,0.064,0.068966206,-0.0643561529906479,2015-12-01,-14.966110496759555,0.0
2015-11-01,-0.0613,-0.030826752,-0.09286825998023784,2016-09-01,5.631683024381,1.0
2015-12-01,-0.0541,-0.029189446,-0.11546541417511402,2016-02-01,34.40627182024363,1.0
2016-01-01,-0.0016,-0.019877911,-0.09929796973898486,2016-04-01,13.012364412618856,1.0
2016-02-01,0.0217,0.005470786,-0.08468028373964442,2016-04-01,7.090505678115073,1.0
2016-03-01,0.1095,0.081745211,-0.05927577814729834,2017-01-01,6.439245818644556,1.0
2016-04-01,0.0333,0.016898123,-0.043846135169549605,2017-01-01,6.124709363471483,1.0
2016-05-01,-0.0158,0.002731569,-0.06156516649027177,2017-01-01,8.08873510110367,1.0
2016-06-01,-0.0024,-0.011701866,-0.05283597141923202,2016-12-01,7.31926846602875,1.0
2016-07-01,0.0264,0.022779229,-0.049406507372303565,2016-12-01,7.4911903351688505,1.0
2016-08-01,-0.0204,-0.0158,-0.05377923743839097,2016-10-01,7.558114427277465,1.0
2016-09-01,0.0298,-0.0081,-0.01791747053730597,2016-12-01,7.220455273993698,1.0
2016-10-01,-0.0029,-0.0258,0.004572219387389609,2016-12-01,2132.584624447593,1.0
2016-11-01,-0.0056,-0.0165,0.015522056578711974,2017-06-01,-3.6196766294634544,0.0
2016-12-01,0.0344,0.0236,0.02648969478976193,2017-02-01,-18.04996691977711,0.0
2017-01-01,0.0161,0.0229,0.01950956486519151,2017-06-01,-3.8198445350512045,0.0
2017-02-01,-0.0229,-0.0146,0.011047635476810536,2017-06-01,-2.6832095081051905,0.0
2017-03-01,0.0224,0.0159,0.017619445107409648,2017-06-01,-6.173856629638731,0.0
2017-04-01,0.0291,0.0351,0.011513728436765236,2017-06-01,-2.7476315069859774,0.0
2017-05-01,-0.0197,-0.0075,-0.0008267390501632832,2017-08-01,2.7296963313064633,1.0
2017-06-01,-0.0378,-0.035,-0.0036244241808228717,2017-08-01,16.479295631426144,1.0
2017-07-01,0.0625,0.0529,0.005940781347041346,2017-12-01,-1.1832096332914515,0.0
2017-08-01,0.0338,0.0261,0.013686525363413526,2017-10-01,-6.290947904038968,0.0
2017-09-01,-0.0246,-0.019,0.008009880821378434,2018-06-01,1.4770161916368518,1.0
2017-10-01,0.0455,0.0487,0.004784249202750113,2018-05-01,1.6367693028081678,1.0
2017-11-01,0.0335,0.0244,0.013927785870495146,2018-05-01,1.5961412205667846,1.0
2017-12-01,-0.0162,0.0082,-0.010812052104744896,2018-05-01,4.320444469432747,1.0
2018-01-01,0.014,-0.0041,0.007092249752159274,2018-05-01,2.792862710804663,1.0
2018-02-01,-0.0073,-0.0079,0.007696505102010587,2018-05-01,2.9031159877324244,1.0
2018-03-01,-0.0382,-0.0383,0.007797274752520789,2018-05-01,3.9317597325991844,1.0
2018-04-01,0.0457,0.0409,0.012634701671332849,2019-02-01,3.7030885608665374,1.0
2018-05-01,-0.0412,-0.0535,0.025090108501890196,2019-03-01,4.656750028060441,1.0
2018-06-01,-0.0062,0.0068,0.011763937091365584,2019-04-01,7.042167242042556,1.0
2018-07-01,0.0132,0.0145,0.01044864397314682,2019-05-01,8.59655567851332,1.0
2018-08-01,-0.0112,0.0122,-0.013195854295824816,2019-05-01,7.975888167634693,1.0
2018-09-01,-0.0077,-0.0419,0.020552847487258052,2019-05-01,8.963420375738398,1.0
2018-10-01,-0.031,-0.0456,0.03545291906057191,2019-05-01,6.858367016445393,1.0
2018-11-01,-0.0174,-0.0166,0.034624556725323385,2019-01-01,8.803821538565325,1.0
2018-12-01,0.0397,0.0263,0.048488525785442826,2019-05-01,3.6022802979736666,1.0
2019-01-01,0.0474,0.0277,0.0691437497434162,2019-11-01,-3.2231132112457623,0.0
2019-02-01,0.0041,0.0124,0.06026985662054596,2019-12-01,-4.257990396913329,0.0
2019-03-01,0.0115,-0.0013,0.07384131078528888,2020-01-01,-7.19353400853046,0.0
2019-04-01,0.0478,0.05,0.07147885990156122,2020-02-01,-9.089007945212286,0.0
2019-05-01,-0.0333,-0.0475,0.08669385971216337,2019-08-01,-10.162061156738766,0.0
2019-06-01,0.0187,0.0286,0.07593559050101284,2019-08-01,-15.876083006777497,0.0
2019-07-01,-0.0468,-0.0313,0.059258588848247085,2020-05-01,-6.339339176437498,0.0
2019-08-01,-0.0466,-0.027,0.038497120506821414,2020-06-01,-6.5661028975023354,0.0
2019-09-01,0.0124,0.0082,0.04285880841294998,2020-07-01,-7.453999076271889,0.0
2019-10-01,0.0258,0.0363,0.03190879092461407,2020-08-01,-7.856584110861388,0.0
2019-11-01,-0.0053,-0.0146,0.041505542680213114,2020-01-01,-27.957761646045864,0.0
2019-12-01,0.0121,0.0312,0.0216127868150211,2020-02-01,-6.686940395169169,0.0
2020-01-01,-0.0429,-0.0257,0.0040410468818028455,2020-10-01,-4.333632445131047,0.0
2020-02-01,-0.106,-0.0957,-0.006300575901079686,2020-10-01,-3.189150829270505,0.0
2020-03-01,-0.2547,-0.1623,-0.0981184026878199,2020-10-01,-2.6591505229164074,0.0
2020-04-01,0.1599,0.1429,-0.08278641553351296,2020-10-01,-3.9123144143025264,0.0
2020-05-01,-0.0028,-0.0041,-0.08159403787370645,2020-08-01,-4.1607407080574,0.0
2020-06-01,0.0685,0.0707,-0.0836145309903843,2020-08-01,-10.523012566299668,0.0
2020-07-01,0.011,0.03,-0.10102585490156701,2021-05-01,5.707922932576865,1.0
2020-08-01,-0.0346,-0.0076,-0.12529815681922474,2021-06-01,7.642923918126715,1.0
2020-09-01,0.0095,-0.0127,-0.10587977590061148,2021-07-01,6.788578587878361,1.0
2020-10-01,-0.0616,-0.0425,-0.1229574721809098,2021-08-01,6.799515960883224,1.0
2020-11-01,0.1645,0.1044,-0.07024721625898245,2021-09-01,11.728746010316385,1.0
2020-12-01,0.049,0.0542,-0.0750819307344357,2021-02-01,16.451999849602256,1.0
2021-01-01,0.039,0.0299,-0.06666517630411894,2021-10-01,11.657774658355935,1.0
2021-02-01,0.0612,0.0539,-0.05985183209113898,2021-10-01,10.745409993844234,1.0
2021-03-01,0.0339,0.0365,-0.062296217327702075,2021-10-01,11.220267965983295,1.0
2021-04-01,0.0194,0.0084,-0.05198147571830691,2021-10-01,8.377237211557802,1.0
2021-05-01,0.0357,0.0298,-0.04638816642504495,2022-03-01,8.10847229349609,1.0
2021-06-01,-0.0133,-0.03,-0.030462848804343245,2022-04-01,8.522364195981172,1.0
2021-07-01,0.0213,0.0258,-0.034825765984723644,2022-05-01,10.096157314744996,1.0
2021-08-01,0.0381,0.0206,-0.017935216889456207,2022-05-01,8.45375532098904,1.0
2021-09-01,-0.0117,-0.0147,-0.014989022540124686,2022-05-01,7.817733499925547,1.0
2021-10-01,0.0469,0.0269,0.004711197009072743,2022-05-01,6.637666173387397,1.0
2021-11-01,-0.0053,0.0092,-0.009857115347558731,2022-04-01,9.290241494206263,1.0
2021-12-01,0.0534,0.0485,-0.005005415212761877,2022-02-01,54.570946464855204,1.0
2022-01-01,0.0502,0.0244,0.02066544507474899,2022-05-01,4.84764360128791,1.0
2022-02-01,0.0526,0.0258,0.04801927900275227,2022-05-01,7.934471326662869,1.0
2022-03-01,0.0265,0.0153,0.05975709492758319,2022-05-01,19.063996709395017,1.0
2022-04-01,-0.0326,-0.039,0.06653954033511966,2022-08-01,-3.1272957705892463,0.0
2022-05-01,0.0109,0.0056,0.07219219989889591,2022-08-01,-2.1695455897646765,0.0
2022-06-01,-0.1108,-0.0755,0.03434381524246488,2022-11-01,3.0876283502594077,1.0
2022-07-01,0.0303,0.0276,0.037136543543619505,2023-05-01,-3.4075677386605343,0.0
2022-08-01,-0.0249,-0.0166,0.028528310232207588,2022-10-01,12.247692201579948,1.0
2022-09-01,-0.0143,-0.0337,0.048481759450712536,2023-07-01,-8.038033149281414,0.0
2022-10-01,0.0788,0.0535,0.07500834796481559,2023-06-01,-13.248244083238886,0.0
2022-11-01,0.0886,0.0966,0.0664082811810971,2023-02-01,-11.522792515071766,0.0
2022-12-01,-0.041,-0.0285,0.05307817766633338,2023-02-01,-15.066500210257862,0.0
2023-01-01,0.052,0.0697,0.03443869392163923,2023-03-01,-9.271030993852666,0.0
2023-02-01,-0.0454,-0.0227,0.010956935569617965,2023-06-01,-3.7843713922259306,0.0
2023-03-01,-0.0547,-0.0208,-0.023314504546192105,2023-06-01,-2.5951723332243666,0.0
2023-04-01,0.0364,0.0321,-0.019114756915740716,2023-06-01,-3.5258197367327875,0.0
2023-05-01,-0.075,-0.058,-0.03578980604817317,2023-09-01,2.8540003151292366,1.0
2023-06-01,0.0326,0.0385,-0.04147864619248898,2023-08-01,6.468644350596891,1.0
2023-07-01,0.0489,0.0411,-0.0340021796327904,2023-09-01,4.071772819131968,1.0
2023-08-01,-0.0343,-0.0477,-0.02105780883986974,2024-04-01,-2.89193983499006,0.0
2023-09-01,0.0031,-0.0297,0.011051495030182545,2023-11-01,-23.123088807786687,0.0
2023-10-01,-0.056,-0.0292,-0.01604468503662637,2024-04-01,-2.195040066419478,0.0
2023-11-01,0.0596,0.0833,-0.039364426001258335,2024-09-01,3.0376275210759935,1.0
2023-12-01,0.0436,0.0283,-0.024666701719077477,2024-10-01,3.715576785037497,1.0
2024-01-01,-0.0488,-0.0285,-0.04446596767418021,2024-11-01,9.505018716363733,1.0
2024-02-01,-0.0177,-0.0228,-0.039592744109318456,2024-12-01,9.356599707337862,1.0
2024-03-01,0.0281,0.0277,-0.039208581206962245,2024-11-01,10.192718101130051,1.0
2024-04-01,0.0241,0.0286,-0.04353214259153082,2024-07-01,25.578943316809394,1.0
2024-05-01,0.0157,0.0094,-0.037506395089857536,2024-07-01,20.24746901378005,1.0
2024-06-01,0.0501,0.0416,-0.029325199448121397,2024-09-01,7.954200618507377,1.0
2024-07-01,0.0481,0.041,-0.022433408364203156,2024-11-01,3.7696512822444883,1.0
2024-08-01,0.0255,0.0127,-0.009920555991265068,,,
2024-09-01,0.0431,0.0387,-0.005564206437626673,,,
2024-10-01,-0.0101,-0.0086,-0.007055860127970215,,,
2024-11-01,-0.0018,-0.0093,0.0003912209210701345,,,
2024-12-01,-0.0062,-0.003,-0.0028100309858772876,,,
2025-01-01,0.0083,0.0256,-0.020061417449821595,,,
2025-02-01,-0.0067,-0.0038,-0.02290323933921712,,,
2025-03-01,0.0228,0.0361,-0.035898626256005484,,,
2025-04-01,0.0557,0.0427,-0.02336530839733364,,,
2025-05-01,0.0193,0.0304,-0.03420595347412325,,,
